stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas,stock_code,company
20120410,4775,4700,5010,4505,662202,3187791120,00,0.00,N,2,60,,035900,JYP
20120409,4715,5250,5270,4600,914261,4464434905,00,0.00,N,5,-575,,035900,JYP
20120406,5290,5230,5380,5190,597011,3148329960,00,0.00,N,2,70,,035900,JYP
20120405,5220,5280,5420,5080,863745,4525081730,00,0.00,N,5,-270,,035900,JYP
20120404,5490,5560,5750,5200,1095521,5928379720,00,0.00,N,5,-190,,035900,JYP
20120403,5680,5950,6030,5470,1928930,11034481490,00,0.00,N,5,-240,,035900,JYP
20120402,5920,5440,6110,5420,5673320,33171887170,00,0.00,N,2,420,,035900,JYP
20120330,5500,5500,5500,5500,334512,1839851520,00,0.00,N,4,-960,,035900,JYP
20120329,6460,6460,6460,6460,215500,1392199540,00,0.00,N,4,-1140,,035900,JYP
20120328,7600,7800,7800,7590,322605,2464751340,00,0.00,N,5,-150,,035900,JYP
20120327,7750,7580,7780,7580,311917,2391950320,00,0.00,N,2,160,,035900,JYP
20120326,7590,7650,7710,7590,210949,1608119050,00,0.00,N,5,-10,,035900,JYP
20120323,7600,7480,7640,7480,248260,1874745250,00,0.00,N,5,-70,,035900,JYP
20120322,7670,7610,7800,7550,242813,1855027070,00,0.00,N,2,40,,035900,JYP
20120321,7630,7750,7760,7620,254647,1953377430,00,0.00,N,5,-80,,035900,JYP
20120320,7710,7920,7920,7700,348563,2705555280,00,0.00,N,5,-160,,035900,JYP
20120319,7870,7870,7910,7750,341384,2680011630,00,0.00,N,3,0,,035900,JYP
20120316,7870,7670,7930,7650,526951,4126824140,00,0.00,N,2,170,,035900,JYP
20120315,7700,7700,7790,7570,279330,2153583700,00,0.00,N,5,-10,,035900,JYP
20120314,7710,7800,7890,7610,582896,4488635790,00,0.00,N,5,-140,,035900,JYP
20120313,7850,8000,8030,7760,402960,3162983150,00,0.00,N,5,-110,,035900,JYP
20120312,7960,8080,8090,7830,441737,3502287960,00,0.00,N,5,-130,,035900,JYP
20120309,8090,8060,8170,7960,693671,5586548910,00,0.00,N,2,140,,035900,JYP
20120308,7950,7990,8000,7820,458064,3625673660,00,0.00,N,2,50,,035900,JYP
20120307,7900,7700,7900,7640,548228,4253895110,00,0.00,N,5,-40,,035900,JYP
20120306,7940,8100,8150,7700,733442,5779922410,00,0.00,N,5,-180,,035900,JYP
20120305,8120,7800,8660,7770,2465434,20193804590,00,0.00,N,2,470,,035900,JYP
20120302,7650,7580,7670,7550,245060,1868799100,00,0.00,N,2,10,,035900,JYP
20120229,7640,7540,7670,7500,295138,2231242130,00,0.00,N,2,140,,035900,JYP
20120228,7500,7350,7660,7300,427212,3200510550,00,0.00,N,2,150,,035900,JYP
20120227,7350,7480,7490,7350,316130,2341363250,00,0.00,N,5,-150,,035900,JYP
20120224,7500,7590,7610,7460,346779,2608358630,00,0.00,N,5,-10,,035900,JYP
20120223,7510,7540,7700,7470,431159,3251550900,00,0.00,N,5,-100,,035900,JYP
20120222,7610,7630,7760,7540,495216,3784934080,00,0.00,N,5,-10,,035900,JYP
20120221,7620,7730,7810,7500,568930,4340481830,00,0.00,N,5,-110,,035900,JYP
20120220,7730,7810,7970,7720,729086,5692458470,00,0.00,N,2,10,,035900,JYP
20120217,7720,7700,7820,7670,686177,5303091590,00,0.00,N,2,30,,035900,JYP
20120216,7690,7870,7900,7680,872793,6766778570,00,0.00,N,5,-130,,035900,JYP
20120215,7820,7400,7830,7280,2008068,15402478190,00,0.00,N,2,420,,035900,JYP
20120214,7400,7520,7520,7370,594809,4407376030,00,0.00,N,5,-90,,035900,JYP
20120213,7490,7540,7560,7340,752460,5603091320,00,0.00,N,5,-70,,035900,JYP
20120210,7560,7640,7750,7550,659790,5032345510,00,0.00,N,5,-80,,035900,JYP
20120209,7640,7600,7740,7460,772802,5888481520,00,0.00,N,2,110,,035900,JYP
20120208,7530,7600,7650,7460,774429,5831644290,00,0.00,N,5,-70,,035900,JYP
20120207,7600,7520,7760,7250,1849358,13856772270,00,0.00,N,5,-100,,035900,JYP
20120206,7700,7830,7970,7660,1406289,10897626090,00,0.00,N,5,-300,,035900,JYP
20120203,8000,8100,8150,7950,1157101,9288311900,00,0.00,N,5,-30,,035900,JYP
20120202,8030,8100,8120,7910,1103940,8829502910,00,0.00,N,2,20,,035900,JYP
20120201,8010,7900,8300,7890,1514906,12165935610,00,0.00,N,3,0,,035900,JYP
20120131,8010,8500,8640,8010,2947309,24372660460,00,0.00,N,5,-380,,035900,JYP
20120130,8390,8300,8890,8030,5702156,48474658930,00,0.00,N,2,400,,035900,JYP
20120127,7990,7940,8030,7840,1691018,13425033410,00,0.00,N,2,140,,035900,JYP
20120126,7850,7790,7850,7610,1156504,8956037480,00,0.00,N,2,100,,035900,JYP
20120125,7750,7990,8060,7680,1429198,11211393900,00,0.00,N,5,-240,,035900,JYP
20120120,7990,8100,8130,7760,1561215,12374744920,00,0.00,N,5,-160,,035900,JYP
20120119,8150,8010,8340,7970,2074109,16870695310,00,0.00,N,3,0,,035900,JYP
20120118,8150,8140,8310,7680,5990511,47844933640,00,0.00,N,5,-90,,035900,JYP
20120117,8240,8950,9000,7970,6631822,55891047490,00,0.00,N,5,-900,,035900,JYP
20120116,9140,9000,9730,8900,7850703,73120271690,00,0.00,N,2,420,,035900,JYP
20120113,8720,7850,8720,7840,5003583,42229276830,00,0.00,N,1,1130,,035900,JYP
20120112,7590,7500,7590,7280,5964635,44846959440,00,0.00,N,1,990,,035900,JYP
20120111,6600,6750,6870,6540,790460,5304347310,00,0.00,N,5,-220,,035900,JYP
20120110,6820,6600,6820,6450,637300,4230928220,00,0.00,N,2,230,,035900,JYP
20120109,6590,6600,6700,6170,643396,4206503480,00,0.00,N,2,40,,035900,JYP
20120106,6550,6670,6680,6400,537966,3513456740,00,0.00,N,5,-40,,035900,JYP
20120105,6590,6540,6880,6310,1638935,10902700400,00,0.00,N,2,190,,035900,JYP
20120104,6400,6270,6660,6230,1126570,7300610470,00,0.00,N,2,200,,035900,JYP
20120103,6200,6090,6200,5950,684660,4183826390,00,0.00,N,2,230,,035900,JYP
20120102,5970,6100,6150,5930,435340,2610045490,00,0.00,N,5,-130,,035900,JYP
20120720,4305,4300,4370,4300,193622,836704680,00,0.00,N,5,-55,,035900,JYP
20120719,4360,4300,4360,4300,141789,613224625,00,0.00,N,2,40,,035900,JYP
20120718,4320,4355,4435,4300,162593,707991295,00,0.00,N,5,-5,,035900,JYP
20120717,4325,4270,4375,4270,80629,349225680,00,0.00,N,5,-30,,035900,JYP
20120716,4355,4425,4480,4330,175059,767940495,00,0.00,N,5,-35,,035900,JYP
20120713,4390,4345,4390,4150,296700,1260679685,00,0.00,N,2,40,,035900,JYP
20120712,4350,4410,4450,4320,197867,867761890,00,0.00,N,5,-95,,035900,JYP
20120711,4445,4605,4650,4370,312068,1393524795,00,0.00,N,5,-155,,035900,JYP
20120710,4600,4620,4755,4600,248757,1160422630,00,0.00,N,5,-20,,035900,JYP
20120709,4620,4650,4710,4610,246700,1146426105,00,0.00,N,5,-80,,035900,JYP
20120706,4700,4715,4770,4630,362873,1706036790,00,0.00,N,2,20,,035900,JYP
20120705,4680,4800,4815,4660,276752,1301723090,00,0.00,N,5,-115,,035900,JYP
20120704,4795,4875,4875,4640,446743,2108851750,00,0.00,N,2,35,,035900,JYP
20120703,4760,4395,5020,4375,2000538,9592568940,00,0.00,N,2,390,,035900,JYP
20120702,4370,4365,4470,4355,202761,889897200,00,0.00,N,2,25,,035900,JYP
20120629,4345,4320,4360,4200,144478,622128195,00,0.00,N,2,25,,035900,JYP
20120628,4320,4385,4385,4320,170938,743621130,00,0.00,N,5,-5,,035900,JYP
20120627,4325,4440,4445,4280,180949,785751050,00,0.00,N,5,-55,,035900,JYP
20120626,4380,4240,4410,4240,158443,686439610,00,0.00,N,2,60,,035900,JYP
20120625,4320,4385,4435,4295,185786,805321315,00,0.00,N,5,-65,,035900,JYP
20120622,4385,4400,4440,4310,183101,804371970,00,0.00,N,5,-40,,035900,JYP
20120621,4425,4490,4620,4400,408410,1854624010,00,0.00,N,5,-95,,035900,JYP
20120620,4520,4495,4650,4420,543598,2469616870,00,0.00,N,2,50,,035900,JYP
20120619,4470,4205,4560,4205,951572,4211219835,00,0.00,N,2,235,,035900,JYP
20120618,4235,4245,4300,4205,128953,546433170,00,0.00,N,2,40,,035900,JYP
20120615,4195,4330,4330,4190,135456,572257845,00,0.00,N,5,-80,,035900,JYP
20120614,4275,4295,4330,4230,89090,381354555,00,0.00,N,5,-25,,035900,JYP
20120613,4300,4365,4390,4295,134966,582406800,00,0.00,N,5,-55,,035900,JYP
20120612,4355,4290,4360,4250,123424,532201605,00,0.00,N,2,5,,035900,JYP
20120611,4350,4305,4390,4305,105592,458876755,00,0.00,N,2,55,,035900,JYP
20120608,4295,4445,4445,4270,144975,625893445,00,0.00,N,5,-120,,035900,JYP
20120607,4415,4350,4455,4345,216693,952895695,00,0.00,N,2,115,,035900,JYP
20120605,4300,4270,4340,4235,144577,618071995,00,0.00,N,2,30,,035900,JYP
20120604,4270,4350,4475,4160,272738,1178198940,00,0.00,N,5,-230,,035900,JYP
20120601,4500,4460,4540,4425,209985,941065845,00,0.00,N,2,75,,035900,JYP
20120531,4425,4340,4595,4300,299137,1330582530,00,0.00,N,2,40,,035900,JYP
20120530,4385,4400,4450,4370,171158,752498205,00,0.00,N,5,-5,,035900,JYP
20120529,4390,4470,4470,4340,224563,982655005,00,0.00,N,5,-95,,035900,JYP
20120525,4485,4460,4595,4445,209004,942700655,00,0.00,N,2,60,,035900,JYP
20120524,4425,4400,4560,4400,199616,890953610,00,0.00,N,2,45,,035900,JYP
20120523,4380,4535,4535,4355,261062,1149036745,00,0.00,N,5,-125,,035900,JYP
20120522,4505,4290,4600,4210,631356,2832608635,00,0.00,N,2,450,,035900,JYP
20120521,4055,3825,4085,3825,179522,717805405,00,0.00,N,2,115,,035900,JYP
20120518,3940,4050,4080,3880,348738,1375873390,00,0.00,N,5,-220,,035900,JYP
20120517,4160,4205,4330,4150,254793,1069284270,00,0.00,N,5,-180,,035900,JYP
20120516,4340,4400,4490,4295,232330,1019306695,00,0.00,N,5,-160,,035900,JYP
20120515,4500,4655,4655,4450,278160,1248291690,00,0.00,N,5,-150,,035900,JYP
20120514,4650,4720,4795,4590,258358,1201938820,00,0.00,N,5,-140,,035900,JYP
20120511,4790,4810,4880,4785,274710,1325725835,00,0.00,N,2,5,,035900,JYP
20120510,4785,4760,4835,4745,187603,897476510,00,0.00,N,2,25,,035900,JYP
20120509,4760,4895,4895,4750,246916,1182437960,00,0.00,N,5,-125,,035900,JYP
20120508,4885,4750,4945,4750,580031,2819308410,00,0.00,N,2,165,,035900,JYP
20120507,4720,4640,4885,4550,579523,2747915760,00,0.00,N,2,75,,035900,JYP
20120504,4645,4650,4680,4550,268511,1236882885,00,0.00,N,2,40,,035900,JYP
20120503,4605,4590,4650,4520,219380,1003210455,00,0.00,N,2,20,,035900,JYP
20120502,4585,4635,4690,4580,279694,1290920660,00,0.00,N,2,10,,035900,JYP
20120430,4575,4510,4770,4510,450455,2080230500,00,0.00,N,2,70,,035900,JYP
20120427,4505,4510,4600,4480,256844,1164608785,00,0.00,N,2,10,,035900,JYP
20120426,4495,4510,4720,4460,399805,1828437215,00,0.00,N,2,30,,035900,JYP
20120425,4465,4600,4600,4450,263429,1181759300,00,0.00,N,5,-60,,035900,JYP
20120424,4525,4560,4625,4450,309368,1402223535,00,0.00,N,5,-120,,035900,JYP
20120423,4645,4630,4800,4615,300207,1411245345,00,0.00,N,2,15,,035900,JYP
20120420,4630,4785,4785,4555,308027,1424187880,00,0.00,N,5,-175,,035900,JYP
20120419,4805,4995,4995,4755,312733,1501440250,00,0.00,N,5,-120,,035900,JYP
20120418,4925,5030,5170,4920,621984,3128221365,00,0.00,N,2,5,,035900,JYP
20120417,4920,4945,5070,4815,626992,3114420095,00,0.00,N,2,20,,035900,JYP
20120416,4900,4585,5000,4490,1016550,4899936105,00,0.00,N,2,315,,035900,JYP
20120413,4585,4430,4620,4430,780905,3535331095,00,0.00,N,2,170,,035900,JYP
20120412,4415,4680,4690,4305,1000979,4481832175,00,0.00,N,5,-360,,035900,JYP
20121029,5580,5650,5990,5410,1925002,11014902900,00,0.00,N,2,130,,035900,JYP
20121026,5450,5200,5930,5200,5116671,28843432060,00,0.00,N,2,280,,035900,JYP
20121025,5170,4525,5170,4525,2168336,10833110975,00,0.00,N,1,670,,035900,JYP
20121024,4500,4445,4590,4445,140672,634432365,00,0.00,N,5,-35,,035900,JYP
20121023,4535,4440,4550,4440,129200,580174320,00,0.00,N,2,60,,035900,JYP
20121022,4475,4500,4550,4395,128869,573118730,00,0.00,N,5,-20,,035900,JYP
20121019,4495,4480,4590,4310,202164,903557330,00,0.00,N,5,-65,,035900,JYP
20121018,4560,4740,4800,4545,186847,868281110,00,0.00,N,5,-130,,035900,JYP
20121017,4690,4545,4715,4515,224409,1039134335,00,0.00,N,2,145,,035900,JYP
20121016,4545,4500,4610,4485,169577,769416965,00,0.00,N,5,-5,,035900,JYP
20121015,4550,4700,4800,4135,341786,1563765690,00,0.00,N,5,-170,,035900,JYP
20121012,4720,4700,4795,4690,122866,581384370,00,0.00,N,2,20,,035900,JYP
20121011,4700,4650,4800,4565,252114,1179868810,00,0.00,N,2,10,,035900,JYP
20121010,4690,4850,4895,4690,364604,1733173640,00,0.00,N,5,-190,,035900,JYP
20121009,4880,4860,4940,4850,262444,1285874855,00,0.00,N,2,30,,035900,JYP
20121008,4850,5070,5160,4850,527955,2642551410,00,0.00,N,5,-160,,035900,JYP
20121005,5010,5030,5230,4970,998682,5094442405,00,0.00,N,3,0,,035900,JYP
20121004,5010,4950,5040,4840,451565,2232622985,00,0.00,N,2,90,,035900,JYP
20121002,4920,4890,5100,4820,741381,3674920275,00,0.00,N,2,115,,035900,JYP
20120928,4805,4905,4905,4770,260172,1255371740,00,0.00,N,5,-25,,035900,JYP
20120927,4830,4840,5010,4675,709560,3444175180,00,0.00,N,2,100,,035900,JYP
20120926,4730,4780,4840,4595,417398,1956914040,00,0.00,N,5,-85,,035900,JYP
20120925,4815,5190,5200,4730,765764,3747365745,00,0.00,N,5,-335,,035900,JYP
20120924,5150,4950,5270,4930,1396275,7166637700,00,0.00,N,2,225,,035900,JYP
20120921,4925,4860,5280,4755,2351922,11806644580,00,0.00,N,2,65,,035900,JYP
20120920,4860,4645,4860,4600,1074517,5139705790,00,0.00,N,2,215,,035900,JYP
20120919,4645,4575,4720,4575,241517,1120220385,00,0.00,N,5,-15,,035900,JYP
20120918,4660,4685,4690,4565,184039,846931335,00,0.00,N,2,30,,035900,JYP
20120917,4630,4635,4695,4580,199705,922389235,00,0.00,N,5,-15,,035900,JYP
20120914,4645,4735,4770,4600,431616,2011599515,00,0.00,N,5,-70,,035900,JYP
20120913,4715,4750,4880,4645,462652,2199210655,00,0.00,N,2,5,,035900,JYP
20120912,4710,4605,4730,4605,284189,1328666145,00,0.00,N,2,70,,035900,JYP
20120911,4640,4570,4650,4515,186259,859483745,00,0.00,N,2,75,,035900,JYP
20120910,4565,4655,4695,4515,295816,1352875490,00,0.00,N,5,-90,,035900,JYP
20120907,4655,4755,4810,4630,410532,1924959275,00,0.00,N,5,-60,,035900,JYP
20120906,4715,4780,4885,4715,368981,1762220675,00,0.00,N,5,-15,,035900,JYP
20120905,4730,4600,4995,4600,879748,4229591105,00,0.00,N,2,85,,035900,JYP
20120904,4645,4735,4930,4640,800984,3864677015,00,0.00,N,5,-85,,035900,JYP
20120903,4730,4790,4805,4605,566861,2674358565,00,0.00,N,2,30,,035900,JYP
20120831,4700,4660,4830,4550,834692,3938633125,00,0.00,N,2,40,,035900,JYP
20120830,4660,4400,4845,4355,1609801,7504179845,00,0.00,N,2,325,,035900,JYP
20120829,4335,4350,4470,4300,323695,1414399645,00,0.00,N,2,50,,035900,JYP
20120828,4285,4285,4335,4250,194839,833795335,00,0.00,N,5,-15,,035900,JYP
20120827,4300,4320,4445,4295,238072,1030164745,00,0.00,N,5,-75,,035900,JYP
20120824,4375,4375,4530,4290,421342,1865436200,00,0.00,N,3,0,,035900,JYP
20120823,4375,4295,4535,4240,688457,3027329705,00,0.00,N,2,95,,035900,JYP
20120822,4280,4295,4340,4240,140433,598201600,00,0.00,N,5,-10,,035900,JYP
20120821,4290,4325,4360,4275,150463,647150315,00,0.00,N,5,-35,,035900,JYP
20120820,4325,4310,4435,4245,300444,1305857450,00,0.00,N,2,15,,035900,JYP
20120817,4310,4220,4500,4165,354908,1537475640,00,0.00,N,2,110,,035900,JYP
20120816,4200,4150,4205,4120,142383,592712505,00,0.00,N,5,-20,,035900,JYP
20120814,4220,4220,4270,4190,127365,536996795,00,0.00,N,2,5,,035900,JYP
20120813,4215,4225,4335,4205,173586,741997790,00,0.00,N,5,-10,,035900,JYP
20120810,4225,4250,4250,4195,81664,344346090,00,0.00,N,2,25,,035900,JYP
20120809,4200,4180,4240,4165,119577,501834525,00,0.00,N,5,-10,,035900,JYP
20120808,4210,4195,4225,4160,129050,541332415,00,0.00,N,2,40,,035900,JYP
20120807,4170,4105,4210,4100,119823,496843905,00,0.00,N,2,70,,035900,JYP
20120806,4100,4145,4145,4090,77174,316840625,00,0.00,N,2,30,,035900,JYP
20120803,4070,4105,4110,4050,77736,316954820,00,0.00,N,5,-35,,035900,JYP
20120802,4105,4120,4150,4095,70085,288322090,00,0.00,N,5,-15,,035900,JYP
20120801,4120,4095,4200,4085,80953,333399010,00,0.00,N,2,25,,035900,JYP
20120731,4095,4130,4130,4070,94794,387923895,00,0.00,N,2,15,,035900,JYP
20120730,4080,4135,4145,4080,94214,387233880,00,0.00,N,5,-20,,035900,JYP
20120727,4100,4040,4155,4040,111907,460030840,00,0.00,N,2,65,,035900,JYP
20120726,4035,4000,4135,3995,108326,440061155,00,0.00,N,2,5,,035900,JYP
20120725,4030,4115,4150,4025,184380,751026995,00,0.00,N,5,-120,,035900,JYP
20120724,4150,4135,4220,4020,159828,662770165,00,0.00,N,5,-70,,035900,JYP
20120723,4220,4305,4330,4180,234556,993690560,00,0.00,N,5,-85,,035900,JYP
20130207,4930,5000,5000,4925,89067,439934795,00,0.00,N,5,-55,,035900,JYP
20130206,4985,4940,5040,4920,65057,324799505,00,0.00,N,2,45,,035900,JYP
20130205,4940,5000,5070,4930,117261,582448095,00,0.00,N,5,-130,,035900,JYP
20130204,5070,5180,5180,5000,87351,442319330,00,0.00,N,5,-110,,035900,JYP
20130201,5180,5210,5250,5120,102237,529586070,00,0.00,N,5,-40,,035900,JYP
20130131,5220,5160,5280,5090,122385,635829690,00,0.00,N,2,50,,035900,JYP
20130130,5170,5160,5250,5090,116598,603265630,00,0.00,N,2,10,,035900,JYP
20130129,5160,4945,5160,4925,135035,675262450,00,0.00,N,2,215,,035900,JYP
20130128,4945,5050,5080,4920,153378,762199235,00,0.00,N,5,-105,,035900,JYP
20130125,5050,4990,5120,4970,87715,444035545,00,0.00,N,3,0,,035900,JYP
20130124,5050,5020,5130,4995,145176,730899520,00,0.00,N,5,-30,,035900,JYP
20130123,5080,5300,5320,5080,255313,1323794800,00,0.00,N,5,-220,,035900,JYP
20130122,5300,5330,5380,5270,139891,741172660,00,0.00,N,5,-50,,035900,JYP
20130121,5350,5370,5410,5340,84583,453771080,00,0.00,N,3,0,,035900,JYP
20130118,5350,5340,5380,5270,92269,492795290,00,0.00,N,2,50,,035900,JYP
20130117,5300,5420,5430,5280,173039,921394630,00,0.00,N,5,-80,,035900,JYP
20130116,5380,5420,5530,5340,144990,784757940,00,0.00,N,5,-60,,035900,JYP
20130115,5440,5600,5600,5400,299745,1635079100,00,0.00,N,5,-160,,035900,JYP
20130114,5600,5660,5690,5590,194895,1096423020,00,0.00,N,5,-60,,035900,JYP
20130111,5660,5690,5850,5550,394678,2240058670,00,0.00,N,2,10,,035900,JYP
20130110,5650,5660,5680,5600,151043,852034100,00,0.00,N,2,20,,035900,JYP
20130109,5630,5640,5700,5560,197424,1112227330,00,0.00,N,5,-20,,035900,JYP
20130108,5650,5700,5780,5580,278640,1579678020,00,0.00,N,5,-50,,035900,JYP
20130107,5700,5580,5790,5520,522656,2981633790,00,0.00,N,2,190,,035900,JYP
20130104,5510,5400,5540,5400,192701,1059915680,00,0.00,N,2,70,,035900,JYP
20130103,5440,5500,5510,5400,186451,1015256950,00,0.00,N,5,-40,,035900,JYP
20130102,5480,5450,5480,5350,179563,973028770,00,0.00,N,2,30,,035900,JYP
20121228,5450,5270,5450,5270,187086,1004294820,00,0.00,N,2,120,,035900,JYP
20121227,5330,5280,5480,5250,270052,1444023740,02,0.00,N,2,120,,035900,JYP
20121226,5210,5400,5450,5210,202386,1074717800,00,0.00,N,5,-70,,035900,JYP
20121224,5280,5220,5390,5220,131819,701595820,00,0.00,N,2,50,,035900,JYP
20121221,5230,5260,5320,5170,181842,950671050,00,0.00,N,5,-20,,035900,JYP
20121220,5250,5480,5480,5220,336530,1780981640,00,0.00,N,5,-210,,035900,JYP
20121218,5460,5650,5690,5390,366233,2010419390,00,0.00,N,5,-190,,035900,JYP
20121217,5650,5650,5800,5590,465140,2640913670,00,0.00,N,2,50,,035900,JYP
20121214,5600,5360,5620,5340,375826,2066723160,00,0.00,N,2,190,,035900,JYP
20121213,5410,5430,5530,5360,210981,1148671960,00,0.00,N,5,-40,,035900,JYP
20121212,5450,5270,5520,5260,468170,2543245860,00,0.00,N,2,120,,035900,JYP
20121211,5330,5460,5460,5320,152866,819659720,00,0.00,N,5,-130,,035900,JYP
20121210,5460,5410,5550,5340,269159,1463417140,00,0.00,N,3,0,,035900,JYP
20121207,5460,5300,5470,5230,513257,2756153630,00,0.00,N,2,240,,035900,JYP
20121206,5220,5300,5460,5150,787989,4180999550,00,0.00,N,2,80,,035900,JYP
20121205,5140,5180,5330,5140,312724,1627029220,00,0.00,N,5,-40,,035900,JYP
20121204,5180,5240,5240,5140,168206,870804280,00,0.00,N,5,-20,,035900,JYP
20121203,5200,5200,5230,5140,179781,929587030,00,0.00,N,3,0,,035900,JYP
20121130,5200,5090,5200,5050,279307,1433515170,00,0.00,N,2,110,,035900,JYP
20121129,5090,5090,5160,5050,180162,918755320,00,0.00,N,3,0,,035900,JYP
20121128,5090,5100,5200,5000,137433,699722140,00,0.00,N,2,20,,035900,JYP
20121127,5070,4955,5410,4945,468965,2408958170,00,0.00,N,2,40,,035900,JYP
20121126,5030,5160,5160,4960,235798,1184401395,00,0.00,N,5,-120,,035900,JYP
20121123,5150,5050,5180,5000,284625,1448108030,00,0.00,N,2,150,,035900,JYP
20121122,5000,5080,5100,4965,182567,915574710,00,0.00,N,5,-20,,035900,JYP
20121121,5020,4940,5120,4940,244701,1232672175,00,0.00,N,2,90,,035900,JYP
20121120,4930,5110,5180,4890,298947,1493536985,00,0.00,N,5,-130,,035900,JYP
20121119,5060,4735,5320,4735,660697,3364335350,00,0.00,N,2,215,,035900,JYP
20121116,4845,4900,5120,4775,626648,3074681240,00,0.00,N,5,-295,,035900,JYP
20121115,5140,5880,5880,5140,1880280,10436474280,00,0.00,N,5,-10,,035900,JYP
20121114,5150,5400,5400,5030,591201,3108853190,00,0.00,N,5,-250,,035900,JYP
20121113,5400,5300,5400,5030,625826,3264670610,00,0.00,N,2,100,,035900,JYP
20121112,5300,5300,5380,5160,695964,3664754350,00,0.00,N,5,-160,,035900,JYP
20121109,5460,5450,5490,5310,432261,2329003540,00,0.00,N,2,30,,035900,JYP
20121108,5430,5370,5540,5300,581061,3116953850,00,0.00,N,5,-110,,035900,JYP
20121107,5540,5530,5670,5290,1051434,5769665730,00,0.00,N,2,20,,035900,JYP
20121106,5520,5850,5870,5390,1572788,8811082240,00,0.00,N,5,-490,,035900,JYP
20121105,6010,6330,6350,5920,1489955,9152048140,00,0.00,N,5,-170,,035900,JYP
20121102,6180,5890,6630,5150,5875021,35712282530,00,0.00,N,2,410,,035900,JYP
20121101,5770,5800,5950,5610,1372722,7952001460,00,0.00,N,2,90,,035900,JYP
20121031,5680,5220,5790,5220,2583106,14392821100,00,0.00,N,2,460,,035900,JYP
20121030,5220,5580,5600,5170,1492142,7896041840,00,0.00,N,5,-360,,035900,JYP
20130516,4925,4790,5230,4715,334986,1653907130,00,0.00,N,2,225,,035900,JYP
20130515,4700,4730,4870,4690,91472,433897020,00,0.00,N,3,0,,035900,JYP
20130514,4700,4805,4805,4700,95362,451936480,00,0.00,N,5,-110,,035900,JYP
20130513,4810,4830,4885,4675,162475,767355615,00,0.00,N,5,-80,,035900,JYP
20130510,4890,4885,4945,4860,46462,226686390,00,0.00,N,5,-30,,035900,JYP
20130509,4920,4970,4970,4890,82448,405313830,00,0.00,N,5,-40,,035900,JYP
20130508,4960,4950,4990,4905,47533,235495615,00,0.00,N,2,5,,035900,JYP
20130507,4955,4835,4960,4830,98152,480344950,00,0.00,N,2,70,,035900,JYP
20130506,4885,4915,4915,4850,49890,243979110,00,0.00,N,2,15,,035900,JYP
20130503,4870,4830,4920,4825,62239,302873840,00,0.00,N,2,40,,035900,JYP
20130502,4830,4960,4960,4745,150776,730069835,00,0.00,N,5,-145,,035900,JYP
20130430,4975,5100,5110,4900,110863,553950735,00,0.00,N,5,-85,,035900,JYP
20130429,5060,5070,5140,5030,81796,415077440,00,0.00,N,5,-10,,035900,JYP
20130426,5070,5280,5280,4995,143237,724220270,00,0.00,N,5,-90,,035900,JYP
20130425,5160,5340,5340,5130,95965,498223620,00,0.00,N,5,-180,,035900,JYP
20130424,5340,5260,5410,5260,118602,633652020,00,0.00,N,2,70,,035900,JYP
20130423,5270,5210,5330,5200,72120,379941920,00,0.00,N,2,10,,035900,JYP
20130422,5260,5110,5340,5110,91170,477912770,00,0.00,N,2,60,,035900,JYP
20130419,5200,5300,5370,5080,117559,612596820,00,0.00,N,5,-100,,035900,JYP
20130418,5300,5500,5570,5290,171105,914034540,00,0.00,N,5,-250,,035900,JYP
20130417,5550,5500,5590,5450,268990,1484777020,00,0.00,N,2,50,,035900,JYP
20130416,5500,5360,5530,5350,228232,1247858990,00,0.00,N,2,30,,035900,JYP
20130415,5470,5430,5580,5300,450150,2460916250,00,0.00,N,2,50,,035900,JYP
20130412,5420,5200,5800,5150,584515,3190264390,00,0.00,N,2,190,,035900,JYP
20130411,5230,5140,5290,5120,221986,1158128590,00,0.00,N,2,90,,035900,JYP
20130410,5140,5050,5210,5010,334946,1723723880,00,0.00,N,2,80,,035900,JYP
20130409,5060,4900,5160,4810,310628,1555219585,00,0.00,N,2,115,,035900,JYP
20130408,4945,4940,5130,4915,270068,1349584540,00,0.00,N,5,-235,,035900,JYP
20130405,5180,4680,5370,4500,418970,2098398740,00,0.00,N,2,510,,035900,JYP
20130404,4670,4780,4850,4415,336954,1571210620,00,0.00,N,5,-180,,035900,JYP
20130403,4850,5070,5170,4735,815407,3999893515,00,0.00,N,5,-220,,035900,JYP
20130402,5070,4440,5070,4410,1005018,4961413605,00,0.00,N,1,660,,035900,JYP
20130401,4410,4380,4440,4380,65922,290346200,00,0.00,N,2,30,,035900,JYP
20130329,4380,4400,4465,4310,120227,527109455,00,0.00,N,5,-5,,035900,JYP
20130328,4385,4420,4475,4355,133248,584972950,00,0.00,N,5,-15,,035900,JYP
20130327,4400,4360,4450,4360,81531,358516750,00,0.00,N,2,35,,035900,JYP
20130326,4365,4305,4445,4305,66207,289993750,00,0.00,N,2,35,,035900,JYP
20130325,4330,4410,4465,4300,225774,985338865,00,0.00,N,5,-160,,035900,JYP
