stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,stock_code,company
2012-04-10,4775.0,4700.0,5010.0,4505.0,662202.0,3187791120.0,0.0,0.0,N,2.0,60.0,35900,JYP
2012-04-09,4715.0,5250.0,5270.0,4600.0,914261.0,4464434905.0,0.0,0.0,N,5.0,-575.0,35900,JYP
2012-04-06,5290.0,5230.0,5380.0,5190.0,597011.0,3148329960.0,0.0,0.0,N,2.0,70.0,35900,JYP
2012-04-05,5220.0,5280.0,5420.0,5080.0,863745.0,4525081730.0,0.0,0.0,N,5.0,-270.0,35900,JYP
2012-04-04,5490.0,5560.0,5750.0,5200.0,1095521.0,5928379720.0,0.0,0.0,N,5.0,-190.0,35900,JYP
2012-04-03,5680.0,5950.0,6030.0,5470.0,1928930.0,11034481490.0,0.0,0.0,N,5.0,-240.0,35900,JYP
2012-04-02,5920.0,5440.0,6110.0,5420.0,5673320.0,33171887170.0,0.0,0.0,N,2.0,420.0,35900,JYP
2012-03-30,5500.0,5500.0,5500.0,5500.0,334512.0,1839851520.0,0.0,0.0,N,4.0,-960.0,35900,JYP
2012-03-29,6460.0,6460.0,6460.0,6460.0,215500.0,1392199540.0,0.0,0.0,N,4.0,-1140.0,35900,JYP
2012-03-28,7600.0,7800.0,7800.0,7590.0,322605.0,2464751340.0,0.0,0.0,N,5.0,-150.0,35900,JYP
2012-03-27,7750.0,7580.0,7780.0,7580.0,311917.0,2391950320.0,0.0,0.0,N,2.0,160.0,35900,JYP
2012-03-26,7590.0,7650.0,7710.0,7590.0,210949.0,1608119050.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-03-23,7600.0,7480.0,7640.0,7480.0,248260.0,1874745250.0,0.0,0.0,N,5.0,-70.0,35900,JYP
2012-03-22,7670.0,7610.0,7800.0,7550.0,242813.0,1855027070.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-03-21,7630.0,7750.0,7760.0,7620.0,254647.0,1953377430.0,0.0,0.0,N,5.0,-80.0,35900,JYP
2012-03-20,7710.0,7920.0,7920.0,7700.0,348563.0,2705555280.0,0.0,0.0,N,5.0,-160.0,35900,JYP
2012-03-19,7870.0,7870.0,7910.0,7750.0,341384.0,2680011630.0,0.0,0.0,N,3.0,0.0,35900,JYP
2012-03-16,7870.0,7670.0,7930.0,7650.0,526951.0,4126824140.0,0.0,0.0,N,2.0,170.0,35900,JYP
2012-03-15,7700.0,7700.0,7790.0,7570.0,279330.0,2153583700.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-03-14,7710.0,7800.0,7890.0,7610.0,582896.0,4488635790.0,0.0,0.0,N,5.0,-140.0,35900,JYP
2012-03-13,7850.0,8000.0,8030.0,7760.0,402960.0,3162983150.0,0.0,0.0,N,5.0,-110.0,35900,JYP
2012-03-12,7960.0,8080.0,8090.0,7830.0,441737.0,3502287960.0,0.0,0.0,N,5.0,-130.0,35900,JYP
2012-03-09,8090.0,8060.0,8170.0,7960.0,693671.0,5586548910.0,0.0,0.0,N,2.0,140.0,35900,JYP
2012-03-08,7950.0,7990.0,8000.0,7820.0,458064.0,3625673660.0,0.0,0.0,N,2.0,50.0,35900,JYP
2012-03-07,7900.0,7700.0,7900.0,7640.0,548228.0,4253895110.0,0.0,0.0,N,5.0,-40.0,35900,JYP
2012-03-06,7940.0,8100.0,8150.0,7700.0,733442.0,5779922410.0,0.0,0.0,N,5.0,-180.0,35900,JYP
2012-03-05,8120.0,7800.0,8660.0,7770.0,2465434.0,20193804590.0,0.0,0.0,N,2.0,470.0,35900,JYP
2012-03-02,7650.0,7580.0,7670.0,7550.0,245060.0,1868799100.0,0.0,0.0,N,2.0,10.0,35900,JYP
2012-02-29,7640.0,7540.0,7670.0,7500.0,295138.0,2231242130.0,0.0,0.0,N,2.0,140.0,35900,JYP
2012-02-28,7500.0,7350.0,7660.0,7300.0,427212.0,3200510550.0,0.0,0.0,N,2.0,150.0,35900,JYP
2012-02-27,7350.0,7480.0,7490.0,7350.0,316130.0,2341363250.0,0.0,0.0,N,5.0,-150.0,35900,JYP
2012-02-24,7500.0,7590.0,7610.0,7460.0,346779.0,2608358630.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-02-23,7510.0,7540.0,7700.0,7470.0,431159.0,3251550900.0,0.0,0.0,N,5.0,-100.0,35900,JYP
2012-02-22,7610.0,7630.0,7760.0,7540.0,495216.0,3784934080.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-02-21,7620.0,7730.0,7810.0,7500.0,568930.0,4340481830.0,0.0,0.0,N,5.0,-110.0,35900,JYP
2012-02-20,7730.0,7810.0,7970.0,7720.0,729086.0,5692458470.0,0.0,0.0,N,2.0,10.0,35900,JYP
2012-02-17,7720.0,7700.0,7820.0,7670.0,686177.0,5303091590.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-02-16,7690.0,7870.0,7900.0,7680.0,872793.0,6766778570.0,0.0,0.0,N,5.0,-130.0,35900,JYP
2012-02-15,7820.0,7400.0,7830.0,7280.0,2008068.0,15402478190.0,0.0,0.0,N,2.0,420.0,35900,JYP
2012-02-14,7400.0,7520.0,7520.0,7370.0,594809.0,4407376030.0,0.0,0.0,N,5.0,-90.0,35900,JYP
2012-02-13,7490.0,7540.0,7560.0,7340.0,752460.0,5603091320.0,0.0,0.0,N,5.0,-70.0,35900,JYP
2012-02-10,7560.0,7640.0,7750.0,7550.0,659790.0,5032345510.0,0.0,0.0,N,5.0,-80.0,35900,JYP
2012-02-09,7640.0,7600.0,7740.0,7460.0,772802.0,5888481520.0,0.0,0.0,N,2.0,110.0,35900,JYP
2012-02-08,7530.0,7600.0,7650.0,7460.0,774429.0,5831644290.0,0.0,0.0,N,5.0,-70.0,35900,JYP
2012-02-07,7600.0,7520.0,7760.0,7250.0,1849358.0,13856772270.0,0.0,0.0,N,5.0,-100.0,35900,JYP
2012-02-06,7700.0,7830.0,7970.0,7660.0,1406289.0,10897626090.0,0.0,0.0,N,5.0,-300.0,35900,JYP
2012-02-03,8000.0,8100.0,8150.0,7950.0,1157101.0,9288311900.0,0.0,0.0,N,5.0,-30.0,35900,JYP
2012-02-02,8030.0,8100.0,8120.0,7910.0,1103940.0,8829502910.0,0.0,0.0,N,2.0,20.0,35900,JYP
2012-02-01,8010.0,7900.0,8300.0,7890.0,1514906.0,12165935610.0,0.0,0.0,N,3.0,0.0,35900,JYP
2012-01-31,8010.0,8500.0,8640.0,8010.0,2947309.0,24372660460.0,0.0,0.0,N,5.0,-380.0,35900,JYP
2012-01-30,8390.0,8300.0,8890.0,8030.0,5702156.0,48474658930.0,0.0,0.0,N,2.0,400.0,35900,JYP
2012-01-27,7990.0,7940.0,8030.0,7840.0,1691018.0,13425033410.0,0.0,0.0,N,2.0,140.0,35900,JYP
2012-01-26,7850.0,7790.0,7850.0,7610.0,1156504.0,8956037480.0,0.0,0.0,N,2.0,100.0,35900,JYP
2012-01-25,7750.0,7990.0,8060.0,7680.0,1429198.0,11211393900.0,0.0,0.0,N,5.0,-240.0,35900,JYP
2012-01-20,7990.0,8100.0,8130.0,7760.0,1561215.0,12374744920.0,0.0,0.0,N,5.0,-160.0,35900,JYP
2012-01-19,8150.0,8010.0,8340.0,7970.0,2074109.0,16870695310.0,0.0,0.0,N,3.0,0.0,35900,JYP
2012-01-18,8150.0,8140.0,8310.0,7680.0,5990511.0,47844933640.0,0.0,0.0,N,5.0,-90.0,35900,JYP
2012-01-17,8240.0,8950.0,9000.0,7970.0,6631822.0,55891047490.0,0.0,0.0,N,5.0,-900.0,35900,JYP
2012-01-16,9140.0,9000.0,9730.0,8900.0,7850703.0,73120271690.0,0.0,0.0,N,2.0,420.0,35900,JYP
2012-01-13,8720.0,7850.0,8720.0,7840.0,5003583.0,42229276830.0,0.0,0.0,N,1.0,1130.0,35900,JYP
2012-01-12,7590.0,7500.0,7590.0,7280.0,5964635.0,44846959440.0,0.0,0.0,N,1.0,990.0,35900,JYP
2012-01-11,6600.0,6750.0,6870.0,6540.0,790460.0,5304347310.0,0.0,0.0,N,5.0,-220.0,35900,JYP
2012-01-10,6820.0,6600.0,6820.0,6450.0,637300.0,4230928220.0,0.0,0.0,N,2.0,230.0,35900,JYP
2012-01-09,6590.0,6600.0,6700.0,6170.0,643396.0,4206503480.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-01-06,6550.0,6670.0,6680.0,6400.0,537966.0,3513456740.0,0.0,0.0,N,5.0,-40.0,35900,JYP
2012-01-05,6590.0,6540.0,6880.0,6310.0,1638935.0,10902700400.0,0.0,0.0,N,2.0,190.0,35900,JYP
2012-01-04,6400.0,6270.0,6660.0,6230.0,1126570.0,7300610470.0,0.0,0.0,N,2.0,200.0,35900,JYP
2012-01-03,6200.0,6090.0,6200.0,5950.0,684660.0,4183826390.0,0.0,0.0,N,2.0,230.0,35900,JYP
2012-01-02,5970.0,6100.0,6150.0,5930.0,435340.0,2610045490.0,0.0,0.0,N,5.0,-130.0,35900,JYP
2012-07-20,4305.0,4300.0,4370.0,4300.0,193622.0,836704680.0,0.0,0.0,N,5.0,-55.0,35900,JYP
2012-07-19,4360.0,4300.0,4360.0,4300.0,141789.0,613224625.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-07-18,4320.0,4355.0,4435.0,4300.0,162593.0,707991295.0,0.0,0.0,N,5.0,-5.0,35900,JYP
2012-07-17,4325.0,4270.0,4375.0,4270.0,80629.0,349225680.0,0.0,0.0,N,5.0,-30.0,35900,JYP
2012-07-16,4355.0,4425.0,4480.0,4330.0,175059.0,767940495.0,0.0,0.0,N,5.0,-35.0,35900,JYP
2012-07-13,4390.0,4345.0,4390.0,4150.0,296700.0,1260679685.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-07-12,4350.0,4410.0,4450.0,4320.0,197867.0,867761890.0,0.0,0.0,N,5.0,-95.0,35900,JYP
2012-07-11,4445.0,4605.0,4650.0,4370.0,312068.0,1393524795.0,0.0,0.0,N,5.0,-155.0,35900,JYP
2012-07-10,4600.0,4620.0,4755.0,4600.0,248757.0,1160422630.0,0.0,0.0,N,5.0,-20.0,35900,JYP
2012-07-09,4620.0,4650.0,4710.0,4610.0,246700.0,1146426105.0,0.0,0.0,N,5.0,-80.0,35900,JYP
2012-07-06,4700.0,4715.0,4770.0,4630.0,362873.0,1706036790.0,0.0,0.0,N,2.0,20.0,35900,JYP
2012-07-05,4680.0,4800.0,4815.0,4660.0,276752.0,1301723090.0,0.0,0.0,N,5.0,-115.0,35900,JYP
2012-07-04,4795.0,4875.0,4875.0,4640.0,446743.0,2108851750.0,0.0,0.0,N,2.0,35.0,35900,JYP
2012-07-03,4760.0,4395.0,5020.0,4375.0,2000538.0,9592568940.0,0.0,0.0,N,2.0,390.0,35900,JYP
2012-07-02,4370.0,4365.0,4470.0,4355.0,202761.0,889897200.0,0.0,0.0,N,2.0,25.0,35900,JYP
2012-06-29,4345.0,4320.0,4360.0,4200.0,144478.0,622128195.0,0.0,0.0,N,2.0,25.0,35900,JYP
2012-06-28,4320.0,4385.0,4385.0,4320.0,170938.0,743621130.0,0.0,0.0,N,5.0,-5.0,35900,JYP
2012-06-27,4325.0,4440.0,4445.0,4280.0,180949.0,785751050.0,0.0,0.0,N,5.0,-55.0,35900,JYP
2012-06-26,4380.0,4240.0,4410.0,4240.0,158443.0,686439610.0,0.0,0.0,N,2.0,60.0,35900,JYP
2012-06-25,4320.0,4385.0,4435.0,4295.0,185786.0,805321315.0,0.0,0.0,N,5.0,-65.0,35900,JYP
2012-06-22,4385.0,4400.0,4440.0,4310.0,183101.0,804371970.0,0.0,0.0,N,5.0,-40.0,35900,JYP
2012-06-21,4425.0,4490.0,4620.0,4400.0,408410.0,1854624010.0,0.0,0.0,N,5.0,-95.0,35900,JYP
2012-06-20,4520.0,4495.0,4650.0,4420.0,543598.0,2469616870.0,0.0,0.0,N,2.0,50.0,35900,JYP
2012-06-19,4470.0,4205.0,4560.0,4205.0,951572.0,4211219835.0,0.0,0.0,N,2.0,235.0,35900,JYP
2012-06-18,4235.0,4245.0,4300.0,4205.0,128953.0,546433170.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-06-15,4195.0,4330.0,4330.0,4190.0,135456.0,572257845.0,0.0,0.0,N,5.0,-80.0,35900,JYP
2012-06-14,4275.0,4295.0,4330.0,4230.0,89090.0,381354555.0,0.0,0.0,N,5.0,-25.0,35900,JYP
2012-06-13,4300.0,4365.0,4390.0,4295.0,134966.0,582406800.0,0.0,0.0,N,5.0,-55.0,35900,JYP
2012-06-12,4355.0,4290.0,4360.0,4250.0,123424.0,532201605.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-06-11,4350.0,4305.0,4390.0,4305.0,105592.0,458876755.0,0.0,0.0,N,2.0,55.0,35900,JYP
2012-06-08,4295.0,4445.0,4445.0,4270.0,144975.0,625893445.0,0.0,0.0,N,5.0,-120.0,35900,JYP
2012-06-07,4415.0,4350.0,4455.0,4345.0,216693.0,952895695.0,0.0,0.0,N,2.0,115.0,35900,JYP
2012-06-05,4300.0,4270.0,4340.0,4235.0,144577.0,618071995.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-06-04,4270.0,4350.0,4475.0,4160.0,272738.0,1178198940.0,0.0,0.0,N,5.0,-230.0,35900,JYP
2012-06-01,4500.0,4460.0,4540.0,4425.0,209985.0,941065845.0,0.0,0.0,N,2.0,75.0,35900,JYP
2012-05-31,4425.0,4340.0,4595.0,4300.0,299137.0,1330582530.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-05-30,4385.0,4400.0,4450.0,4370.0,171158.0,752498205.0,0.0,0.0,N,5.0,-5.0,35900,JYP
2012-05-29,4390.0,4470.0,4470.0,4340.0,224563.0,982655005.0,0.0,0.0,N,5.0,-95.0,35900,JYP
2012-05-25,4485.0,4460.0,4595.0,4445.0,209004.0,942700655.0,0.0,0.0,N,2.0,60.0,35900,JYP
2012-05-24,4425.0,4400.0,4560.0,4400.0,199616.0,890953610.0,0.0,0.0,N,2.0,45.0,35900,JYP
2012-05-23,4380.0,4535.0,4535.0,4355.0,261062.0,1149036745.0,0.0,0.0,N,5.0,-125.0,35900,JYP
2012-05-22,4505.0,4290.0,4600.0,4210.0,631356.0,2832608635.0,0.0,0.0,N,2.0,450.0,35900,JYP
2012-05-21,4055.0,3825.0,4085.0,3825.0,179522.0,717805405.0,0.0,0.0,N,2.0,115.0,35900,JYP
2012-05-18,3940.0,4050.0,4080.0,3880.0,348738.0,1375873390.0,0.0,0.0,N,5.0,-220.0,35900,JYP
2012-05-17,4160.0,4205.0,4330.0,4150.0,254793.0,1069284270.0,0.0,0.0,N,5.0,-180.0,35900,JYP
2012-05-16,4340.0,4400.0,4490.0,4295.0,232330.0,1019306695.0,0.0,0.0,N,5.0,-160.0,35900,JYP
2012-05-15,4500.0,4655.0,4655.0,4450.0,278160.0,1248291690.0,0.0,0.0,N,5.0,-150.0,35900,JYP
2012-05-14,4650.0,4720.0,4795.0,4590.0,258358.0,1201938820.0,0.0,0.0,N,5.0,-140.0,35900,JYP
2012-05-11,4790.0,4810.0,4880.0,4785.0,274710.0,1325725835.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-05-10,4785.0,4760.0,4835.0,4745.0,187603.0,897476510.0,0.0,0.0,N,2.0,25.0,35900,JYP
2012-05-09,4760.0,4895.0,4895.0,4750.0,246916.0,1182437960.0,0.0,0.0,N,5.0,-125.0,35900,JYP
2012-05-08,4885.0,4750.0,4945.0,4750.0,580031.0,2819308410.0,0.0,0.0,N,2.0,165.0,35900,JYP
2012-05-07,4720.0,4640.0,4885.0,4550.0,579523.0,2747915760.0,0.0,0.0,N,2.0,75.0,35900,JYP
2012-05-04,4645.0,4650.0,4680.0,4550.0,268511.0,1236882885.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-05-03,4605.0,4590.0,4650.0,4520.0,219380.0,1003210455.0,0.0,0.0,N,2.0,20.0,35900,JYP
2012-05-02,4585.0,4635.0,4690.0,4580.0,279694.0,1290920660.0,0.0,0.0,N,2.0,10.0,35900,JYP
2012-04-30,4575.0,4510.0,4770.0,4510.0,450455.0,2080230500.0,0.0,0.0,N,2.0,70.0,35900,JYP
2012-04-27,4505.0,4510.0,4600.0,4480.0,256844.0,1164608785.0,0.0,0.0,N,2.0,10.0,35900,JYP
2012-04-26,4495.0,4510.0,4720.0,4460.0,399805.0,1828437215.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-04-25,4465.0,4600.0,4600.0,4450.0,263429.0,1181759300.0,0.0,0.0,N,5.0,-60.0,35900,JYP
2012-04-24,4525.0,4560.0,4625.0,4450.0,309368.0,1402223535.0,0.0,0.0,N,5.0,-120.0,35900,JYP
2012-04-23,4645.0,4630.0,4800.0,4615.0,300207.0,1411245345.0,0.0,0.0,N,2.0,15.0,35900,JYP
2012-04-20,4630.0,4785.0,4785.0,4555.0,308027.0,1424187880.0,0.0,0.0,N,5.0,-175.0,35900,JYP
2012-04-19,4805.0,4995.0,4995.0,4755.0,312733.0,1501440250.0,0.0,0.0,N,5.0,-120.0,35900,JYP
2012-04-18,4925.0,5030.0,5170.0,4920.0,621984.0,3128221365.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-04-17,4920.0,4945.0,5070.0,4815.0,626992.0,3114420095.0,0.0,0.0,N,2.0,20.0,35900,JYP
2012-04-16,4900.0,4585.0,5000.0,4490.0,1016550.0,4899936105.0,0.0,0.0,N,2.0,315.0,35900,JYP
2012-04-13,4585.0,4430.0,4620.0,4430.0,780905.0,3535331095.0,0.0,0.0,N,2.0,170.0,35900,JYP
2012-04-12,4415.0,4680.0,4690.0,4305.0,1000979.0,4481832175.0,0.0,0.0,N,5.0,-360.0,35900,JYP
2012-10-29,5580.0,5650.0,5990.0,5410.0,1925002.0,11014902900.0,0.0,0.0,N,2.0,130.0,35900,JYP
2012-10-26,5450.0,5200.0,5930.0,5200.0,5116671.0,28843432060.0,0.0,0.0,N,2.0,280.0,35900,JYP
2012-10-25,5170.0,4525.0,5170.0,4525.0,2168336.0,10833110975.0,0.0,0.0,N,1.0,670.0,35900,JYP
2012-10-24,4500.0,4445.0,4590.0,4445.0,140672.0,634432365.0,0.0,0.0,N,5.0,-35.0,35900,JYP
2012-10-23,4535.0,4440.0,4550.0,4440.0,129200.0,580174320.0,0.0,0.0,N,2.0,60.0,35900,JYP
2012-10-22,4475.0,4500.0,4550.0,4395.0,128869.0,573118730.0,0.0,0.0,N,5.0,-20.0,35900,JYP
2012-10-19,4495.0,4480.0,4590.0,4310.0,202164.0,903557330.0,0.0,0.0,N,5.0,-65.0,35900,JYP
2012-10-18,4560.0,4740.0,4800.0,4545.0,186847.0,868281110.0,0.0,0.0,N,5.0,-130.0,35900,JYP
2012-10-17,4690.0,4545.0,4715.0,4515.0,224409.0,1039134335.0,0.0,0.0,N,2.0,145.0,35900,JYP
2012-10-16,4545.0,4500.0,4610.0,4485.0,169577.0,769416965.0,0.0,0.0,N,5.0,-5.0,35900,JYP
2012-10-15,4550.0,4700.0,4800.0,4135.0,341786.0,1563765690.0,0.0,0.0,N,5.0,-170.0,35900,JYP
2012-10-12,4720.0,4700.0,4795.0,4690.0,122866.0,581384370.0,0.0,0.0,N,2.0,20.0,35900,JYP
2012-10-11,4700.0,4650.0,4800.0,4565.0,252114.0,1179868810.0,0.0,0.0,N,2.0,10.0,35900,JYP
2012-10-10,4690.0,4850.0,4895.0,4690.0,364604.0,1733173640.0,0.0,0.0,N,5.0,-190.0,35900,JYP
2012-10-09,4880.0,4860.0,4940.0,4850.0,262444.0,1285874855.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-10-08,4850.0,5070.0,5160.0,4850.0,527955.0,2642551410.0,0.0,0.0,N,5.0,-160.0,35900,JYP
2012-10-05,5010.0,5030.0,5230.0,4970.0,998682.0,5094442405.0,0.0,0.0,N,3.0,0.0,35900,JYP
2012-10-04,5010.0,4950.0,5040.0,4840.0,451565.0,2232622985.0,0.0,0.0,N,2.0,90.0,35900,JYP
2012-10-02,4920.0,4890.0,5100.0,4820.0,741381.0,3674920275.0,0.0,0.0,N,2.0,115.0,35900,JYP
2012-09-28,4805.0,4905.0,4905.0,4770.0,260172.0,1255371740.0,0.0,0.0,N,5.0,-25.0,35900,JYP
2012-09-27,4830.0,4840.0,5010.0,4675.0,709560.0,3444175180.0,0.0,0.0,N,2.0,100.0,35900,JYP
2012-09-26,4730.0,4780.0,4840.0,4595.0,417398.0,1956914040.0,0.0,0.0,N,5.0,-85.0,35900,JYP
2012-09-25,4815.0,5190.0,5200.0,4730.0,765764.0,3747365745.0,0.0,0.0,N,5.0,-335.0,35900,JYP
2012-09-24,5150.0,4950.0,5270.0,4930.0,1396275.0,7166637700.0,0.0,0.0,N,2.0,225.0,35900,JYP
2012-09-21,4925.0,4860.0,5280.0,4755.0,2351922.0,11806644580.0,0.0,0.0,N,2.0,65.0,35900,JYP
2012-09-20,4860.0,4645.0,4860.0,4600.0,1074517.0,5139705790.0,0.0,0.0,N,2.0,215.0,35900,JYP
2012-09-19,4645.0,4575.0,4720.0,4575.0,241517.0,1120220385.0,0.0,0.0,N,5.0,-15.0,35900,JYP
2012-09-18,4660.0,4685.0,4690.0,4565.0,184039.0,846931335.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-09-17,4630.0,4635.0,4695.0,4580.0,199705.0,922389235.0,0.0,0.0,N,5.0,-15.0,35900,JYP
2012-09-14,4645.0,4735.0,4770.0,4600.0,431616.0,2011599515.0,0.0,0.0,N,5.0,-70.0,35900,JYP
2012-09-13,4715.0,4750.0,4880.0,4645.0,462652.0,2199210655.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-09-12,4710.0,4605.0,4730.0,4605.0,284189.0,1328666145.0,0.0,0.0,N,2.0,70.0,35900,JYP
2012-09-11,4640.0,4570.0,4650.0,4515.0,186259.0,859483745.0,0.0,0.0,N,2.0,75.0,35900,JYP
2012-09-10,4565.0,4655.0,4695.0,4515.0,295816.0,1352875490.0,0.0,0.0,N,5.0,-90.0,35900,JYP
2012-09-07,4655.0,4755.0,4810.0,4630.0,410532.0,1924959275.0,0.0,0.0,N,5.0,-60.0,35900,JYP
2012-09-06,4715.0,4780.0,4885.0,4715.0,368981.0,1762220675.0,0.0,0.0,N,5.0,-15.0,35900,JYP
2012-09-05,4730.0,4600.0,4995.0,4600.0,879748.0,4229591105.0,0.0,0.0,N,2.0,85.0,35900,JYP
2012-09-04,4645.0,4735.0,4930.0,4640.0,800984.0,3864677015.0,0.0,0.0,N,5.0,-85.0,35900,JYP
2012-09-03,4730.0,4790.0,4805.0,4605.0,566861.0,2674358565.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-08-31,4700.0,4660.0,4830.0,4550.0,834692.0,3938633125.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-08-30,4660.0,4400.0,4845.0,4355.0,1609801.0,7504179845.0,0.0,0.0,N,2.0,325.0,35900,JYP
2012-08-29,4335.0,4350.0,4470.0,4300.0,323695.0,1414399645.0,0.0,0.0,N,2.0,50.0,35900,JYP
2012-08-28,4285.0,4285.0,4335.0,4250.0,194839.0,833795335.0,0.0,0.0,N,5.0,-15.0,35900,JYP
2012-08-27,4300.0,4320.0,4445.0,4295.0,238072.0,1030164745.0,0.0,0.0,N,5.0,-75.0,35900,JYP
2012-08-24,4375.0,4375.0,4530.0,4290.0,421342.0,1865436200.0,0.0,0.0,N,3.0,0.0,35900,JYP
2012-08-23,4375.0,4295.0,4535.0,4240.0,688457.0,3027329705.0,0.0,0.0,N,2.0,95.0,35900,JYP
2012-08-22,4280.0,4295.0,4340.0,4240.0,140433.0,598201600.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-08-21,4290.0,4325.0,4360.0,4275.0,150463.0,647150315.0,0.0,0.0,N,5.0,-35.0,35900,JYP
2012-08-20,4325.0,4310.0,4435.0,4245.0,300444.0,1305857450.0,0.0,0.0,N,2.0,15.0,35900,JYP
2012-08-17,4310.0,4220.0,4500.0,4165.0,354908.0,1537475640.0,0.0,0.0,N,2.0,110.0,35900,JYP
2012-08-16,4200.0,4150.0,4205.0,4120.0,142383.0,592712505.0,0.0,0.0,N,5.0,-20.0,35900,JYP
2012-08-14,4220.0,4220.0,4270.0,4190.0,127365.0,536996795.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-08-13,4215.0,4225.0,4335.0,4205.0,173586.0,741997790.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-08-10,4225.0,4250.0,4250.0,4195.0,81664.0,344346090.0,0.0,0.0,N,2.0,25.0,35900,JYP
2012-08-09,4200.0,4180.0,4240.0,4165.0,119577.0,501834525.0,0.0,0.0,N,5.0,-10.0,35900,JYP
2012-08-08,4210.0,4195.0,4225.0,4160.0,129050.0,541332415.0,0.0,0.0,N,2.0,40.0,35900,JYP
2012-08-07,4170.0,4105.0,4210.0,4100.0,119823.0,496843905.0,0.0,0.0,N,2.0,70.0,35900,JYP
2012-08-06,4100.0,4145.0,4145.0,4090.0,77174.0,316840625.0,0.0,0.0,N,2.0,30.0,35900,JYP
2012-08-03,4070.0,4105.0,4110.0,4050.0,77736.0,316954820.0,0.0,0.0,N,5.0,-35.0,35900,JYP
2012-08-02,4105.0,4120.0,4150.0,4095.0,70085.0,288322090.0,0.0,0.0,N,5.0,-15.0,35900,JYP
2012-08-01,4120.0,4095.0,4200.0,4085.0,80953.0,333399010.0,0.0,0.0,N,2.0,25.0,35900,JYP
2012-07-31,4095.0,4130.0,4130.0,4070.0,94794.0,387923895.0,0.0,0.0,N,2.0,15.0,35900,JYP
2012-07-30,4080.0,4135.0,4145.0,4080.0,94214.0,387233880.0,0.0,0.0,N,5.0,-20.0,35900,JYP
2012-07-27,4100.0,4040.0,4155.0,4040.0,111907.0,460030840.0,0.0,0.0,N,2.0,65.0,35900,JYP
2012-07-26,4035.0,4000.0,4135.0,3995.0,108326.0,440061155.0,0.0,0.0,N,2.0,5.0,35900,JYP
2012-07-25,4030.0,4115.0,4150.0,4025.0,184380.0,751026995.0,0.0,0.0,N,5.0,-120.0,35900,JYP
2012-07-24,4150.0,4135.0,4220.0,4020.0,159828.0,662770165.0,0.0,0.0,N,5.0,-70.0,35900,JYP
2012-07-23,4220.0,4305.0,4330.0,4180.0,234556.0,993690560.0,0.0,0.0,N,5.0,-85.0,35900,JYP
2013-02-07,4930.0,5000.0,5000.0,4925.0,89067.0,439934795.0,0.0,0.0,N,5.0,-55.0,35900,JYP
2013-02-06,4985.0,4940.0,5040.0,4920.0,65057.0,324799505.0,0.0,0.0,N,2.0,45.0,35900,JYP
2013-02-05,4940.0,5000.0,5070.0,4930.0,117261.0,582448095.0,0.0,0.0,N,5.0,-130.0,35900,JYP
2013-02-04,5070.0,5180.0,5180.0,5000.0,87351.0,442319330.0,0.0,0.0,N,5.0,-110.0,35900,JYP
2013-02-01,5180.0,5210.0,5250.0,5120.0,102237.0,529586070.0,0.0,0.0,N,5.0,-40.0,35900,JYP
2013-01-31,5220.0,5160.0,5280.0,5090.0,122385.0,635829690.0,0.0,0.0,N,2.0,50.0,35900,JYP
2013-01-30,5170.0,5160.0,5250.0,5090.0,116598.0,603265630.0,0.0,0.0,N,2.0,10.0,35900,JYP
2013-01-29,5160.0,4945.0,5160.0,4925.0,135035.0,675262450.0,0.0,0.0,N,2.0,215.0,35900,JYP
2013-01-28,4945.0,5050.0,5080.0,4920.0,153378.0,762199235.0,0.0,0.0,N,5.0,-105.0,35900,JYP
2013-01-25,5050.0,4990.0,5120.0,4970.0,87715.0,444035545.0,0.0,0.0,N,3.0,0.0,35900,JYP
